阿	至亲
阿爸	叔父
阿伯	老父
阿伯	伯父
阿爹	爸爸
阿兄	弟弟
阿哥	哥哥
安	啊	安?!他真是小冯?	(仔细打量)
安	哼	谁同意你捐的，安?你怎么不把书包也捐了?
口角子	口头禅	“钱?爸爸！你是钱串子！”“唔！从啥地方拣来的～?”|其外的人听他连说两个“是不是”不知道是他的～只当在间话，齐声答道	“是呀！是呀！”
口口	口子	这瓶子～是破的。|手遭割了一条～。
口口	刃	幸好是莱刀背背，万一是莱刀～的话，哎哟！|这把剪刀～都剪缺了，不磨咋个用?
口岸	位置	这家馆子地处背街小巷，讲～说不上好，却店中密常满。
口落肚攒	节衣缩食	我们在家里没有乱花一文，大家都是～的。又说口攒肚落，口省肚落。落也作逻。
口皮	口子	这箩笼～上的篾条都断了几丝了，不修一下，口口就要烂。|蜂窝煤燃大了，燃到～上来了。
口前话	俗话	~说得好，“恍人不是痴汉，痴汉不会饶人。”
口曲子	民谣	我看这个～不过是你自家编来吓人的！
口省肚落	节衣缩食	他又想起在牛棚时，妻子在单位挨批斗，还~设法给他送食品、衣物。
口水巴儿	小孩儿	那么大的娃娃还流口水，硬是个～。
口水笼笼	肚兜
口水话	废话	他作报告～多得很。|讲课的时候少说点～。
口痰	痰	～吐在痰孟头。
口招风	预言家	天下事多半是～好话说不应，坏话每每十验八九。|许多事都是～，比如现在日本卖的清快丸，大家便说是清朝快完了。
口子	路口	他平常总是到～上雇轿子。|李克抬脚往里挤过去，人们见有乡总支书记一道，赶快让开一个～。
扣扣	圈圈	再精灵的猴子也不晓得解颈项上的～呢。
扣肉	扣肉
扣手	默契	只要当下手的～，这活路做起来还是快当。|我看这女子言谈不俗，有志气，和你也许能够志同道合，扣起手来干一番事业。
枯1	油枯	弄点茶子~做饲料。
枯2	皱	专门奔跑来请示办法的古世礼，看见平常足智多谋的冷丰标，～着两条眉毛不开腔。
枯焦	干枯	头发很多，但～蓬乱。
枯腊	枯干	老太太伸出两支～的手，颤抖抖地把李克扯到胸前。
枯腊腊	枯干	她抬起～的、被劳动、风霜、冷水弄得满是裂口的手。
箍	捆	拿丝篾条～粪桶。|打个铁箍箍～脚盆。
箍	管束	哪家好你到哪家去，反正这个家是～不住你的。|你可以用些法子，把他～在社里面，强迫他跟着走，可是他走起来，心头总是不安逸。
箍箍	圈圈	粪桶～断了，装不得了。|这个脚盆还要加一道～。
箍子	戒指
哭巴龙	小气鬼	你那么大了，还要当～。
哭哭唱唱	哭哭啼啼	几个川兵，端着上了剌刀的步枪，押着一串用棕绳穿起来的～的人群经过茶馆。
哭流扒涕(哭流八演)	哭哭啼啼	看见那伙歪人趴在地下，喊老子，～地告饶时，心里硬像喝了一碗凉水似的安逸！
哭丧匠	文丑	雇来的众多职业～悠扬婉转，唱出各种各式动人悲调。
哭稀乃呆	哭丧着脸	哪个欺负了你?你~的。
哭稀稀	哭丧着脸	一个三四岁的男孩子，满脸通红，～跑出来了。|老幺放学回来，端着饭碗出神，一副～的样儿。
苦寒	贫瘠	那个地方多～的，啥子都不出。|就在这个荒凉～的地方，偏偏“阁王不嫌鬼瘦”不但国民党政府要刮，而且官吏还要贪污中饱。
苦蒿	青蒿
苦楝子	苦楝
苦茵苦茵	酸涩	这茶咋个～的呢?
苦茵茵	咸涩	苦丁茶～的，喝了清热。
苦扎苦扎	苦涩	这药～的，不好喝。
苦扎扎	苦涩	这副中药喝起～的。
裤儿	裤子
裤裤儿	裤子	那么大个人穿这么小条～。
夸硬口	说大话	“比如像吴金廷这个人，随便他好大本事，他能蒙住我的眼睛吗?”“莫～！”|你夸啥硬那回才当面丢底了的。
垮	降低	把我那麦子～下来吧！哪怕～到二三十斤一亩。|可怜那位老实的，急需钱用的老太婆，经不住小满这番踏屑，终于～了价钱。
垮	下垂	李树勋铁板似的脸上仿佛闪过一丝笑意。但也只是两支朝下～的大嘴角微微掣动了一下。|古舒群两道浓眉一下～下来，脸黑得像锅底。廖小妤～下脸，哪起嘴，乜斜着眼，大有得不到依从就吹的架势。
垮	脱	难道他们是串通了的，正在那里商量如何～我的衣服。|吃兔子也可以烫毛，不～皮。
垮不倒皮	牵涉	徐子昌扬着证明，恶狠狠地说有真凭实据，不承认也～。
垮杆	衰败	因为烧烟，把家当烧～了，只好去当烧匠，侍候别人。去年天时不正，好些养牛户垮了杆。
垮杆	垮台	你们那样搞下去，我们的农业社，要～。
垮稀稀	破落	这房子～的，咋个住得人嘛。|我们这个组～的样子，该整顿一下了。
块	个	三～字|五~苹果|家住昌门县一～小郡。|即使错杀～把人，不过打几十军棍，插一回耳箭，示众三天下台。
块块	块状	把肉砍成～。|这个次炭，尽是石头～一斤恐怕烧不出一斤石灰。
块块子	大团结	换十元钱，要~。
块块子	块状	煤炭尽是面面，莫得～。
块头	个子	一个～十分魁伟的彪形大汉，无声地从大门外边走到院坝里。|瞧她那头坐骑	灰毛毛，蓝眼睛，特别高大的～这哪是一头牛，分明是一头大像！
块子	碎块	将煮炮的拐肉用刀切成六分见方的～。
块子柴	木柴
筷子条	条状	～约二分见方，长约八分的小条，大小方正均匀，其形如方筷子头。
宽皮大脸	四方脸	刘荫西不由笑了起来，黑楼参的～上显得满是皱纹。
宽深(宽剩)	宽绰	这间屋好～住得下十个人。|这几年政策好，我们手头~点了。
款	绊	当初我生你不下，原来是两个翅膀～倒了。|把门～倒一下。
款	扣留	他把上级配的化肥～倒起，不拿出来卖。
款款	障碍物	门上~都没得，光溜溜的，咋个款得倒麻。
款款	限度	究竟要花多、少钱，他心头也没得～。|话说到哪种程度，应该有个～。
诞(哐、诳)	逗引	大女子一面～着弟弟说：“灶房里有蚰蚰我们去逮蚰蚰。
框	被动	你乱说倒不要紧，把我弄来～起了。
筐筐	筐
狂	打闹	刘三金特为到他床上道喜，两个人～了一会。|三娃子，你再～我给你两巴掌哈！
狂眉狂眼	不知所措	刚才，他遭吓了一大跳，吓得～的。
狂眉狂眼	洋洋自得	他～的，得意慌了。
矿伕子	矿工
亏1	管束	翠考试了，把娃儿～紧点儿。|但阳友鹤一直把她“～”顺，使她基本功大有长进，方才放心。
亏2	屁	“二天要给你登报哟！”“登你妈个～！”|钱都用光了，你还要抽烟，抽个～！
箍(魁)	撑起	人瘦了，衣裳大了穿起～不起，不好看。|王婆，你的肚皮～饱了没有?
揆	吝啬	你何必做得那么～，请人家吃顿饭就把你吃穷了?
跬	压	手莫～在吃饭桌上，谨防把衣服打脏了。
浑1	完整	早上吃了两个～鸡蛋。|红苕蒸～的，不切开。|六一碗第六碗～鸡鸭蜇皮金钩。
浑2	圆鼓鼓	肚皮胀～了，还说没吃饱。|这女人腰身好～。
浑不拢董1	完整	这么大的红苕，～的不容易煮熟。
浑不拢董2	圆鼓鼓	你吃了些啥子哟，背都长得～的了。
浑董董1(浑冬冬)	完整	～一个鸡蛋，你吞得下去?
浑董董1(浑冬冬)	完整	你那话～的，大家还没完全弄懂。|～一篇文章，你不讲细点儿，学生咋个懂得倒嘛。
浑董董2(浑冬冬)	圆鼓鼓	那人好胖，腰身～的。|在后面一群猪儿排成队，一个个；胖扭扭，～。
捆	统购	听说所有的东西都要～呢，乌药、硷巴。
捆倒的绑倒	一回事	我看你两个的法子～都差不多的。|你的话跟他的话还不是～有啥子不同嘛！
绑倒的捆倒	一回事
捆起绑起	一回事	不是抽，是拉?呵，又不是拉，是抓?韩大娘，你少钻字眼，～都一样，我是说三丁抽一，五丁抽二。
捆商	管制	“我们集股来怎样?”“不行不行，听说公家要～了。”
捆手绑脚	束手束脚	谁知结婚三天，就米缸见底。原来这儿的政策，还是跟娘家一样~的啊。
捆子	捆子	青笋～|他刚和几个工人从山坡上把料子杠到了料糖边，正坐在～歇气。
困水	洗澡	陈家驼背子正牵着水牛出来，到院落侧边的塘里～。
睏	睡	有什么忙的呢，还不是吃饭～觉！
妈屋	娘家
抹(掠)	捋	赵尔丰把胡子～了～带着满脸不舒服的神气。
抹脱	撇开	你自己惹了祸，推在别个身上，想～办不到。|随便咋个你都抹不脱，还是老老实实说清楚好。
抹澡	擦澡	等我抹个澡，换身衣裤，就出来陪你。
麻1	欺骗	总之，是外国儒者说的就～得住人。|距秋收才不过几个月，就叫嚷没粮吃了，即便讲给三岁娃儿听，也是～不住的。
麻2	开	老龙随时在厨房里说～了。|不等班长说话，“嗡”的一声，其余的孩子全吼起来表示赞成，叽叽喳喳闹～了。
麻3	醉	你都喝～了，再喝就要发酒疯了。|我今天喝多了点，喝得有点儿～了，但是还说不上醉。
麻板	正面
麻搭果子	含糊	究竟是哪个一回事，你要说清楚，不要～的混过去。|他是有点儿~的，公私分得不很清楚。
麻粉粉	朦胧	天才～亮，他就动身了。|天快黑了，都～的了。
麻乎儿乎儿	朦胧	天～亮，我约同前台的肖娃，到茶馆去喝早茶。|天～时，他们才爬到洗像池。
麻乎儿麻乎儿	朦胧
麻乎儿麻乎儿	发麻	到就像吃川北凉粉儿一样，辣飞儿辣飞儿，～快意得很。
麻飞儿麻飞儿	发麻
麻秆	秸秆	大翠手里擎着一把雪白的、燃得很旺的～。
麻革革	暗黑色	~的鸭子|我不喜欢那种～的布，颜色太暗了。
麻革麻革	暗黑色
麻拐子	麻雀
麻筋	棉麻
麻筋麻肉	肉麻	你的秘密，不说我也晓得，总是又给老婆写些～的话罢了
麻麻亮	朦胧	天才～山沟脚，泉洞边，已是人影纷乱，嗜杂不休。
麻郎子	蜻蜓
麻郎	蜻蜓
麻溜	麻利	他做事好～。|只嫌船走得慢，似乎还不如他那双铁脚板～。
麻柳	杨树
麻噜麻噜	麻酥酥	刚才脚有些发麻了，现在还没恢复过来，还是～的。
麻噜噜	麻酥酥	手遭撞了一下，现在都还～的。|这花椒不错，吃了半天了，嘴巴还是～的。
麻婆	麻脸
麻婆豆腐	麻婆豆腐
麻起胆子	勉强	从前不愿做不敢做的事，(我)～硬起心肠去做。
麻沙沙	朦胧	天才～亮，已有小本生意人在赶路。
麻索	麻绳
麻糖	麦芽糖
麻糖果子	含糊	就由你这样~地蒙混过去都算事么?|他有点儿～公私分得不很清楚。
麻乡约	代表
麻乡约	运输队
麻鹞子	老鹬
麻影儿	雀斑	他脸上有几颗~。
麻影儿	麻脸
麻杂(麻非)	杂乱无章	这种布花子～得很，不好看。|天要黑了，远处的东西看起来有点儿~了。
麻杂(麻非)	稀里糊涂	这个账目有点儿～。|他没交待清楚，话很～。
麻杂(麻非)	马虎	他平时就很～这事交给他不放心。
麻杂(麻非)	男女关系	他两个早就有点～，大家已经议论纷纷的了。
麻杂杂	稀里糊涂
麻子	正面
麻子点点	斑点	他雀斑多，一脸的～。|今年二月十日，我买了一台黑白电视机。买回来一放，屏幕上～跳跃不停。
码	板脸	你看他的样子哟，昂着头，～着脸，半天不则一声，比我们总办大人的架子还大！冷丰标呼地一下跳起来，～起张脸问道。
码	强迫	咋个不好啦?好～倒人！好估倒人！好欺负人！|他那时假绷正经，拿出话来把众人～住。
马叉(朽叉)	木架
马叉(朽叉)	禁止
马凳	条凳
马干	强压	你这个女娃子硬把妈～了。|你要别个做啥子，别个就得做啥子，你硬是把别人马得干喃。
马干吃尽	强压	哪有刚过门的新媳妇就把老人公、老人婆、男人、伯叔、姑子～的?也说吃干马尽。
马洪背儿	背篓
马架子	躺椅
凉椅	躺椅
马架椅	躺椅
马马肩	顶牛儿
马门	门	接着纸厂老板本人也跳出～上了阵。
马蹄草	狼尾草
马蹄镰	镰刀
马桶盖	发式
码	搓揉	将肉丝用少量的川盐、水豆粉～匀。
码不实在(马不实在)	迟疑不决	他抬头一望匾上的字，也～随口答复二人：“文朝”“文庙”两相宜。
码目	底细	其实偷钱那件事，大家心头当时就有～，只不过不愿给我撑起，看我的“笑神儿”罢了。
嘛	呢	你要好多钱～?就是放干了田水，还不是天晴一把刀，落雨一团糟，昨个种得活小春～?
骂花鸡公	指桑骂槐	供销社那个黄胖子今天已经到公社来骂了一阵花鸡公。
买大蜡	结婚
买山钱	纸钱
迈	避让	他～过对方好几个队员，把球运到了前场。老道一听，忙用左手一薅，想抓那老头的脑壳，老头把脑壳一～帽子被甩落。
卖抄手	无所事事	管他怎么样，总比~的好！|这阵我们把鸭子卖了，下午我们就只有～。(高明的曾主任)
卖高脚黄	出售	他们认定这是个好办法，明年春荒期间，他们可能不～了。|小春呢，小春早卖了高脚黄。
卖高足黄	出售
卖犁辕(卖犁鸳，卖力佣)	打短工	我放过牛，卖过犁辕。
卖劝世文	说教	我没有拈三根香到你门下参师，你也不要跟我～。
卖三百六	种地	我见不得他那副老坎像，一辈子穷不稀稀的样子，就只晓得在生产队“～”。
卖转转猪	倒卖	大家都去~，今天赶永兴，明天赶高桥，后天又赶太平，势必严重影响出工。
卖嘴白	高谈阔论	“自己一天塞饱了就到处～！”“光～都还好呵！”贺永年的妻子李全贞接口道，他还要强迫你干这干那！”也说卖嘴皮子。
蛮1	男仆	勤快人是蠢人的～只要蠢人有钱。
蛮2	很	夏世华以前干工作也是～有干劲，～能吃苦的嘛。
